key,affiliation,uni?
homepages/45/4605-1,"Karlsruhe Institute of Technology, Germany",True
homepages/45/1378,"International University in Germany, Bruchsal, School of Information Technology",True
homepages/45/4755-1,"University of Augsburg, Department of Computer Science, Germany",True
homepages/45/6771-1,"Fraunhofer Institute for Communication, Information Processing and Ergonomics (FKIE), Wachtberg, Germany",True
homepages/45/8229,"Bielefeld University, CITEC, Germany",True
homepages/45/4963,"University of Bonn, Institute of Computer Science, Germany",True
homepages/45/4963,"Fraunhofer Institute for Communication, Information Processing and Ergonomics (FKIE), Wachtberg, Germany",True
homepages/45/4963,"Karlsruhe Institute of Technology, cv:hci, Germany",True
homepages/08/6090-1,"Ruhr-University Bochum, Germany",True
homepages/08/6090-1,"Bauhaus-University Weimar, Germany",True
homepages/08/2143,"Ludwig-Maximilians-Universität München, Germany",True
homepages/08/7058-2,"Karlsruhe Institute of Technology, Germany",True
homepages/08/4318,"Bielefeld University, CITEC, Germany",True
homepages/08/2010-1,"Darmstadt University of Technology, Germany",True
homepages/08/7810,"Bundeswehr University Munich, Germany",True
homepages/08/766,"Chemnitz Uniersity of Technology, Germany",True
homepages/08/8419,"University of Paderborn, Department of Computer Science, Germany",True
homepages/08/1610,"University of Tübingen, Germany",True
homepages/08/5840-1,"University of Siegen, Germany",True
homepages/08/7116,"University of Kassel, Germany",True
homepages/08/7258,"University of Koblenz and Landau, Germany",True
homepages/08/8298,"Karlsruhe Institute of Technology, ISAS, Germany",True
homepages/74/823-1,"Munich University of Technology, Germany",True
homepages/74/823-2,"University of Tübingen, Germany",True
homepages/74/3859-1,"University of Göttingen, Institute for Informatics, Germany",True
homepages/74/2277,"Heidelberg University, Germany",True
homepages/74/2779,"Ruhr University Bochum, Germany",True
homepages/74/9877,"University of Konstanz, Germany",True
homepages/74/9877,"Universität Würzburg, Germany",True
homepages/74/9877,"Universität Freiburg, Germany",True
homepages/74/1320,"Bielefeld University, Germany",True
homepages/74/10585,"Duisburg-Essen University, Germany",True
homepages/74/11169,"Technische Universität Ilmenau, Germany",True
homepages/185/0560,"Heidelberg University, Germany",True
homepages/185/7879,"Technical University Munich, Germany",True
homepages/130/5093,"Technical University Munich, Germany",True
homepages/130/5083,"University of Technology Berlin, Department of Electrical Engineering and Computer Science, Germany",True
homepages/130/1818,"TU Munich, Department of Computer Science, Germany",True
homepages/181/3914,"TU Munich, Germany",True
homepages/181/2007-1,"University of Kassel, School of Electrical Engineering and Computer Science, Germany",True
homepages/181/2007-1,"LMU Munich, Institute of Informatics, Germany",True
homepages/181/8270,"University of Stuttgart, Germany",True
homepages/181/2795-2,"University of Oldenburg, Germany",True
homepages/164/8593,"Technical University Munich, Germany",True
homepages/164/9035,"University of Magdeburg, Germany",True
homepages/198/1031,"University of Heidelberg, Germany",True
homepages/198/2433,"Heidelberg University, HCI/IWR, Germany",True
homepages/198/5620,"Friedrich-Schiller University, Jena, Germany",True
homepages/28/4561,"University Medical Center Hamburg, Germany",True
homepages/28/5123-1,"Technical University of Berlin, Germany",True
homepages/28/10638,"Jacobs University, Bremen, Germany",True
homepages/28/6672,"Saarland University, Spoken Language Systems, Saarbrücken, Germany",True
homepages/28/4015,"University of Bonn, Germany",True
homepages/28/4367,"TU Braunschweig, Germany",True
homepages/28/4367-2,"Christian-Albrechts-Universität zu Kiel, Germany",True
homepages/28/6054,"Saarland University, Saarbrücken, Germany",True
homepages/28/386,"Technical University of Berlin, Germany",True
homepages/28/3256-1,"Bielefeld University, Germany",True
homepages/14/2850-3,"German Aerospace Center, Institute of Communications and Navigation, Oberpfaffenhofen, Germany",True
homepages/14/5761-1,"TU Dortmund, Institute of Control Theory and Systems Engineering, Germany",True
homepages/14/2850-1,"Hohenheim University, Stuttgart, Germany",True
homepages/14/4959,"Westfälische Wilhelms-Universität Münster, Germany",True
homepages/14/4857,"University of Würzburg, Germany",True
homepages/14/5874,"University of Rostock, Faculty of Economic and Social Sciences, Germany",True
homepages/14/3132,"University of Würzburg, Human-Computer Interaction, Germany",True
homepages/14/3132,"Bayreuth University, Institute for Computer Science, Germany",True
homepages/14/3132,"FHTW Berlin, Germany",True
homepages/14/3132,"Bielefeld University, Faculty of Technology, Germany",True
homepages/14/684,"Goethe University, TTLab, Frankfurt am Main, Germany",True
homepages/14/4421,"University of Bielefeld, Faculty of Linguistics and Literary Sciences, Germany",True
homepages/14/2344-1,"Saarland University, Saarbrücken, Germany",True
homepages/14/2344-1,"University of Stuttgart, Department of Linguistics, Germany",True
homepages/14/4255,"University of Ulm, Germany",True
homepages/14/11430,"University of Heidelberg, German Cancer Research Center, Germany",True
homepages/14/1362,"Julius Maximilian University of Würzburg, Germany",True
homepages/14/5509,"University of Hamburg, Germany",True
homepages/14/3375,"TU Berlin, Germany",True
homepages/14/2967,"University of Tübingen, Germany",True
homepages/14/1385,"University of Osnabrück, Germany",True
homepages/14/1385,"University of Stuttgart, Germany",True
homepages/14/3881-6,"Technical University of Munich, Department of Informatics, Computer Vision Group, Munich, Germany",True
homepages/14/9077-1,"Saarland University, Saarbrücken, Germany",True
homepages/14/9077-1,"University of Tübingen, Department of Computer Science, Germany",True
homepages/73/455,"RWTH Aachen University, Germany",True
homepages/73/1192,"University of Rostock, Department of Computer Science, Germany",True
homepages/73/1192,"TU Darmstadt, Computer Graphics Center, Germany",True
homepages/73/4443,"Saarland University, Saarbrücken, Germany",True
homepages/73/6114,"University of Konstanz, Germany",True
homepages/73/2217,"University of Kaiserslautern, Department of Computer Science, Germany",True
homepages/73/2217,"Humboldt University of Berlin, Department of Computer Science, Germany",True
homepages/73/2377-1,"LMU Munich, Germany",True
homepages/73/1289,"TU Munich, Germany",True
homepages/73/3972,"University of Würzburg, Germany",True
homepages/73/3172,"TU Dortmund, Germany",True
homepages/73/6880,"Saarland University, SIC, Saarbrücken, Germany",True
homepages/73/9281,"University of Paderborn, Germany",True
homepages/73/9281,"Bauhaus-Universität Weimar, Germany",True
homepages/s/JanGeorgSmaus,"University of Freiburg, Germany",True
homepages/s/FrankMichaelSchleif,"Bielefeld University, Germany",True
homepages/s/BoShen-1,"University of Duisburg-Essen, Institute for Automatic Control and Complex Systems, Duisburg, Germany",True
homepages/s/RalfSchenkel,"University of Trier, Germany",True
homepages/s/RalfSchenkel,"University of Passau, Germany",True
homepages/s/RalfSchenkel,"Saarland University, Saarbrücken, Germany",True
homepages/s/GuidoSchafer,"Technical University of Berlin, Department of Mathematics, Germany",True
homepages/s/PhilippSlusallek,"Saarland University, Saarbrücken, Germany",True
homepages/s/ChristophSchmitz,"Hochschule Trier, Germany",True
homepages/s/ChristophSchmitz,"University of Kassel, Germany",True
homepages/s/HansPaulSchwefel,"Technical University of Dortmund, Germany",True
homepages/s/SergejSizov,"University of Düsseldorf, Germany",True
homepages/s/AndreasSchroeder,"Ludwig Maximilian University of Munich, Germany",True
homepages/s/VioricaSofronieStokkermans,"University Koblenz-Landau, Koblenz, Germany",True
homepages/s/PeterStruss,"Technical University Munich, Germany",True
homepages/s/MartinStrauss3,"University of Erlangen-Nuremberg, Digital Sports Group, Germany",True
homepages/s/MSchmidtSchauss,"Goethe University of Frankfurt, Germany",True
homepages/s/YorkSure,"Karlsruher Institut für Technologie, Germany",True
homepages/s/IngoScholtes,"University of Trier, Germany",True
homepages/s/UweStilla,"Technical University Munich, Germany",True
homepages/s/ChristianSandor,"Technical University Munich, Germany",True
homepages/s/AlbrechtSchmidt1,"Ludwig Maximilians University Munich, Media Informatics Group, Germany",True
homepages/s/AlbrechtSchmidt1,"University of Stuttgart, Institute for Visualization and Interactive Systems, Germany",True
homepages/s/AlbrechtSchmidt1,"University of Duisburg-Essen, Institute for Computer Science and Business Information Systems, Germany",True
homepages/s/AlbrechtSchmidt1,"University of Karlsruhe, Telecooperation Office, Germany",True
homepages/s/MonikaSester,"University of Hanover, Germany",True
homepages/s/AchimSchweikard,"University of Lübeck, Germany",True
homepages/s/PeterHSchmitt,"Karlsruhe Institute of Technology, Germany",True
homepages/s/VolkerSperschneider,"University of Osnabrück, Germany",True
homepages/s/HerbertSusse,"University of Jena, Germany",True
homepages/s/ASchierwagen,"Leipzig University, Germany",True
homepages/s/TStrothotte,"Otto von Guericke University of Magdeburg, Germany",True
homepages/s/IngoSchmitt,"Brandenburg University of Technology, Cottbus, Germany",True
homepages/s/DieterSpreen,"University of Siegen, Germany",True
homepages/s/HansSchuster,"University of Erlangen-Nuremberg, Germany",True
homepages/s/UteSchmid,"University of Bamberg, WIAI, Germany",True
homepages/s/UteSchmid,"University of Osnabrück, Institute of Computer Science, Germany",True
homepages/s/UteSchmid,"TU Berlin, Department of Computer Science, Germany",True
homepages/s/HelmutSeidl,"Technical University Munich, Germany",True
homepages/s/HelmutSeidl,"University of Trier, Germany",True
homepages/s/MarcHScholl,"University of Konstanz, Germany",True
homepages/s/TanjaSchultz,"University of Bremen, Cognitive Systems Lab, Germany",True
homepages/s/PeterSchable,"University of Konstanz, Germany",True
homepages/s/MarkusSchneider1,"FernUniversität Hagen, Hagen, Germany",True
homepages/s/EikeSchallehn,"Otto von Guericke University of Magdeburg, Germany",True
homepages/s/GerdStumme,"University of Kassel, Germany",True
homepages/s/HartmutSchmeck,"Karlsruhe Institute of Technology, Germany",True
homepages/s/BernhardSeeger,"University of Marburg, Germany",True
homepages/s/MyraSpiliopoulou,"Otto-von-Guericke-University Magdeburg, Germany",True
homepages/s/JochenHSchiller,"Free University of Berlin, Germany",True
homepages/s/MarkusSchneider5,"University of Ulm, Germany",True
homepages/s/MarkusSchneider5,"Ravensburg-Weingarten University of Applied Sciences, Autonomous Mobile Service Robots Laboratory, Weingarten, Germany",True
homepages/s/RudiStuder,"Karlsruhe Institute of Technology, Germany",True
homepages/s/EckehardGSteinbach,"Technical University Munich, Germany",True
homepages/s/BernhardSteffen,"TU Dortmund, Germany",True
homepages/s/RainerSchuler,"University of Ulm, Germany",True
homepages/s/ChristianSchlegel,"Hochschule Ulm, Germany",True
homepages/s/WolfSiberski,"L3S Research Center, Hanover, Germany",True
homepages/s/MichaelSchroeder,"Dresden University of Technology, BIOTEC, Germany",True
homepages/s/UlrikSchroeder,"RWTH Aachen University, Germany",True
homepages/s/PeterSturm,"University of Trier, Department of Computer Science & Business Informatics, Germany",True
homepages/s/PeterSturm,"Kaiserslautern University of Technology, Germany",True
homepages/s/StephanieSpranger,"Ludwig Maximilian University of Munich, Germany",True
homepages/s/RalfSteinmetz,"Technical University Darmstadt, Germany",True
homepages/s/CyrillStachniss,"University of Freiburg, Germany",True
homepages/s/MartinSchaaf,"University of Hildesheim, Germany",True
homepages/s/TorstenSchaub,"University of Potsdam, Germany",True
homepages/s/HansJorgSchek,"University of Konstanz, Germany",True
homepages/s/HansJorgSchek,"TH Darmstadt, Germany",True
homepages/s/SteffenStaab,"University of Koblenz-Landau, Germany",True
homepages/s/BerndSchurmann,"Kaiserslautern University of Technology, Germany",True
homepages/s/ElmarSchomer,"University of Mainz, Germany",True
homepages/s/KUSchulz,"Ludwig Maximilian University of Munich, Germany",True
homepages/s/GunterSaake,"Otto von Guericke University of Magdeburg, Germany",True
homepages/s/MichaelSchmitt,"Ruhr University Bochum, Germany",True
homepages/s/MichaelSchmitt,"University of Ulm, Germany",True
homepages/s/GertSmolka,"Saarland University, Saarbrücken, Germany",True
homepages/s/GeorgSchneider2,"Hochschule Trier, Deptartment of Computer Science, Germany",True
homepages/s/GregorSnelting,"Karlsruhe Institute of Technology, Germany",True
homepages/s/MuhammadShafique,"Karlsruhe Institute of Technology, Germany",True
